Tipo tabela,Segmento,Código do procedimento,Mnemônico,Descrição,Status do procedimento,Código tabela,Correlação TUSS,Descrição TUSS,Cobertura,Observação cobertura,Valor exame,Valor atualizado,Componente de preço,Quantidade CH,Unidade financeira,Valor unidade financeira,Porcentagem,Área Laboratorial Padrão,Área Laboratorial Exclusiva
1,1,766,LIS,LISTERIOSE,Ativo,28060750,,,S,,"12,56",,2 - CH,"12,56","0001 - R$ 1,00",1,100,Hermes Pardini,
1,1,777,PON,PORFIRINAS - PESQUISA URINA 24 HORAS,Ativo,28110323,,,S,,"11,56",,2 - CH,"11,56","0001 - R$ 1,00",1,100,Hermes Pardini,
1,1,778,POR,PORFOBILINOGÊNIO QUANTITATIVO [URINA DE 24 HORAS],Ativo,28110544,,,S,,"11,56",,2 - CH,"11,56","0001 - R$ 1,00",1,100,Hermes Pardini,
1,1,779,IPN,PRO-INSULINA,Ativo,1227,,,S,,"35,18",,2 - CH,"35,18","0001 - R$ 1,00",1,100,Hermes Pardini,
1,1,783,SER,SEROTONINA TOTAL,Ativo,28020357,,,S,,"29,15",,2 - CH,"29,15","0001 - R$ 1,00",1,100,Hermes Pardini,
1,1,794,ACN,ACETONA [AMOSTRA ISOLADA],Ativo,1153,,,S,,"17,59",,2 - CH,"17,59","0001 - R$ 1,00",1,100,Hermes Pardini,
1,1,941,CAR,CARBAMAZEPINA,Ativo,1114,,,S,,"15,08",,2 - CH,"15,08","0001 - R$ 1,00",1,100,Hermes Pardini,
1,1,943,CCL,CICLOSPORINA,Ativo,1127,,,S,,"24,12",,2 - CH,"24,12","0001 - R$ 1,00",1,100,Hermes Pardini,
1,1,954,CIW,CISTICERCOSE - WEINBERG [SORO],Ativo,28061632,,,S,,25,,2 - CH,25,"0001 - R$ 1,00",1,100,Hermes Pardini,
1,1,958,CQ1,C1 INIBIDOR ESTERASE QUANTITATIVO,Ativo,1105,,,S,,"33,18",,2 - CH,"33,18","0001 - R$ 1,00",1,100,Hermes Pardini,
1,1,971,ELP,ELETROFORESE DE LIPOPROTEINA,Ativo,1156,,,S,,"18,1",,2 - CH,"18,1","0001 - R$ 1,00",1,100,Hermes Pardini,
1,1,978,FLS,FRUTOSE [ESPERMA],Ativo,1170,,,S,,"10,05",,2 - CH,"10,05","0001 - R$ 1,00",1,100,Hermes Pardini,
1,1,980,FNT,FENITOINA (DIFENILHIDANTOINA),Ativo,1149,,,S,,"14,58",,2 - CH,"14,58","0001 - R$ 1,00",1,100,Hermes Pardini,
1,1,1010,LDA,ANTICARDIOLIPINA - IGA,Ativo,182,,,S,,30,,2 - CH,30,"0001 - R$ 1,00",1,100,Hermes Pardini,
1,1,1027,PCS,PESQ. CRISTAIS LIQ. SINOVIA,Ativo,28080017,,,S,,"10,05",,2 - CH,"10,05","0001 - R$ 1,00",1,100,Hermes Pardini,
1,1,1032,PLC,"LEPTOSPIROSE,SOROLOGIA IgG",Ativo,28100409,,,S,,"30,15",,2 - CH,"30,15","0001 - R$ 1,00",1,100,Hermes Pardini,
1,1,1035,PRI,PRIMIDONA,Ativo,28011236,,,S,,"30,15",,2 - CH,"30,15","0001 - R$ 1,00",1,100,Hermes Pardini,
1,1,1044,SZC,CORPOS DE HEINZ - PESQUISA,Ativo,1214,,,S,,"5,03",,2 - CH,"5,03","0001 - R$ 1,00",1,100,Hermes Pardini,
1,1,1060,VTA,VITAMINA A (RETINOL BIDING),Ativo,28011724,,,S,,"44,73",,2 - CH,"44,73","0001 - R$ 1,00",1,100,Hermes Pardini,
1,1,1062,VTE,VITAMINA E,Ativo,28101331,,,S,,"42,22",,2 - CH,"42,22","0001 - R$ 1,00",1,100,Hermes Pardini,
1,1,1121,AAN,ENDOMISIO IgG - ANTICORPOS ANTI,Ativo,175,,,S,,40,,2 - CH,40,"0001 - R$ 1,00",1,100,Hermes Pardini,
1,1,1131,PLC2,"LEPTOSPIROSE,SOROLOGIA IgM",Ativo,28100409,,,S,,"30,15",,2 - CH,"30,15","0001 - R$ 1,00",1,100,Hermes Pardini,
1,1,1220,HPVP,HPV - PARAFINA,Ativo,1185,,,S,,"90,46",,2 - CH,"90,46","0001 - R$ 1,00",1,100,Hermes Pardini,
1,1,1311,COP2,COPROPORFIRINAS - PESQUISA [URINA 24 HORAS],Ativo,1137,,,S,,"14,07",,2 - CH,"14,07","0001 - R$ 1,00",1,100,Hermes Pardini,
1,1,1330,CLBZ,CLOBAZAM,Ativo,1132,,,S,,"34,18",,2 - CH,"34,18","0001 - R$ 1,00",1,100,Hermes Pardini,
1,1,1373,CAXM,CAXUMBA - Anticorpos IgM,Ativo,1118,,,S,,"40,21",,2 - CH,"40,21","0001 - R$ 1,00",1,100,Hermes Pardini,
1,1,1449,C1F,C1 INIBIDOR ESTERASE FUNCIONAL,Ativo,1105,,,S,,"33,18",,2 - CH,"33,18","0001 - R$ 1,00",1,100,Hermes Pardini,
1,1,102,ACF,ÁCIDO FÓLICO [SORO],Ativo,142,,,S,,"R$ 18,00",,2 - CH,18,"0001 - R$ 1,00",1,100,Hormonios,
1,1,103,ALF,ALFA-FETOPROTEINA [SORO],Ativo,163,,,S,,"R$ 20,00",,2 - CH,20,"0001 - R$ 1,00",1,100,Hormonios,
1,1,111,C19,CA 19-9 [SORO],Ativo,1111,,,S,,"R$ 19,60",,2 - CH,"19,6","0001 - R$ 1,00",1,100,Hormonios,
1,1,115,CEA,CEA,Ativo,188,,,S,,"R$ 20,00",,2 - CH,20,"0001 - R$ 1,00",1,100,Hormonios,
1,1,118,COA,CORTISOL VESPERTINO [SORO],Ativo,1139,,,S,,"R$ 19,80",,2 - CH,"19,8","0001 - R$ 1,00",1,100,Hormonios,
1,1,119,COD,CORTISOL APÓS DEXAMETAZONA,Ativo,1139,,,S,,"R$ 19,80",,2 - CH,"19,8","0001 - R$ 1,00",1,100,Hormonios,
1,1,120,COB,CORTISOL BASAL [SORO],Ativo,1139,,,S,,"R$ 19,80",,2 - CH,"19,8","0001 - R$ 1,00",1,100,Hormonios,
1,1,141,DHE,DHEA-SULFATO DE DEHIDROEPIANDROSTERONA [SORO],Ativo,1146,,,S,,"R$ 14,58",,2 - CH,"14,58","0001 - R$ 1,00",1,100,Hormonios,
1,1,143,EPG,EPSTEIN BAAR VIRUS - IGG [SORO],Ativo,183,,,S,,"R$ 40,21",,2 - CH,"40,21","0001 - R$ 1,00",1,100,Hormonios,
1,1,144,EPM,EPSTEIN BAAR VIRUS - IgM [SORO],Ativo,183,,,S,,"R$ 40,21",,2 - CH,"40,21","0001 - R$ 1,00",1,100,Hormonios,
1,1,151,HVA,HEPATITE A ANTI HVA IGG,Ativo,28060105,,,S,,"R$ 18,40",,2 - CH,"18,4","0001 - R$ 1,00",1,100,Hormonios,
1,1,152,HVG,HEPATITE A ANTI HVA IGM,Ativo,28060113,,,S,,"R$ 23,80",,2 - CH,"23,8","0001 - R$ 1,00",1,100,Hormonios,
1,1,153,BCG,HEPATITE B ANTI-HBC IgG,Ativo,28060067,,,S,,"R$ 13,00",,2 - CH,13,"0001 - R$ 1,00",1,100,Hormonios,
1,1,154,HBC,HEPATITE B ANTI-HBC IgM,Ativo,28060068,,,S,,"R$ 17,00",,2 - CH,17,"0001 - R$ 1,00",1,100,Hormonios,
1,1,157,HVC,HEPATITE C ANTI HCV,Ativo,28061659,,,NC,,,,2 - CH,"24,9","0001 - R$ 1,00",1,100,Hormonios,
1,1,159,HSG,HERPES SIMPLES TIPO I - II (IgG),Ativo,1180,,,S,,"R$ 35,18",,2 - CH,"35,18","0001 - R$ 1,00",1,100,Hormonios,
1,1,160,HSM,HERPES SIMPLES TIPO I - II (IgM),Ativo,1180,,,S,,"R$ 35,18",,2 - CH,"35,18","0001 - R$ 1,00",1,100,Hormonios,
1,1,161,HIV,HIV I e II,Ativo,28061691,,,NC,,,,2 - CH,47,"0001 - R$ 1,00",1,100,Hormonios,
1,1,165,PTH,PARATORMONIO (PTH) - INTACTO,Ativo,1206,,,S,,"R$ 28,00",,2 - CH,28,"0001 - R$ 1,00",1,100,Hormonios,
1,1,175,SOM,SOMATOMEDINA (IGF1),Ativo,28050797,,,S,,"R$ 24,12",,2 - CH,"24,12","0001 - R$ 1,00",1,100,Hormonios,
1,1,185,B12,VITAMINA B12 [SORO],Ativo,28011449,,,S,,"R$ 21,62",,2 - CH,"21,62","0001 - R$ 1,00",1,100,Hormonios,
1,1,186,RPI,INSULINA POS-PRANDIAL,Ativo,28050355,,,S,,"R$ 15,08",,2 - CH,"15,08","0001 - R$ 1,00",1,100,Hormonios,
1,1,222,CORT2,CORTISOL APÓS CORTROSINA [2 DOSAGENS VARIAVEIS],Ativo,1139,,,S,,"R$ 39,60",,2 - CH,"19,8","0001 - R$ 1,00",1,100,Hormonios,
1,1,223,CORT3,CORTISOL APÓS CORTROSINA [3 DOSAGENS VARIAVEIS],Ativo,1139,,,S,,"R$ 19,80",,2 - CH,"19,8","0001 - R$ 1,00",1,100,Hormonios,
1,1,224,CORT4,CORTISOL APÓS CORTROSINA [4 DOSAGENS VARIAVEIS],Ativo,1139,,,S,,"R$ 19,80",,2 - CH,"19,8","0001 - R$ 1,00",1,100,Hormonios,
1,1,225,CORT5,CORTISOL APÓS CORTROSINA [5 DOSAGENS VARIAVEIS],Ativo,1139,,,S,,"R$ 19,80",,2 - CH,"19,8","0001 - R$ 1,00",1,100,Hormonios,
1,1,246,CORTI4,TESTE DE ESTÍMULO DO CORTISOL APOS INSULINA [4 DOSAGENS VARIAVEIS],Ativo,1139,,,S,,"R$ 79,20",,2 - CH,"19,8","0001 - R$ 1,00",1,100,Hormonios,
1,1,305,CORTI3,TESTE DE ESTÍMULO DO CORTISOL APÓS INSULINA [3 DOSAGENS VARIAVEIS],Ativo,1139,,,S,,"R$ 59,40",,2 - CH,"19,8","0001 - R$ 1,00",1,100,Hormonios,
1,1,376,CORTI5,TESTE DE ESTÍMULO DO CORTISOL APÓS INSULINA [5 DOSAGENS VARIAVEIS],Ativo,1139,,,S,,"R$ 99,00",,2 - CH,"19,8","0001 - R$ 1,00",1,100,Hormonios,
1,1,388,CORTI2,TESTE DE ESTÍMULO DO CORTISOL APOS INSULINA [2 DOSAGENS VARIAVEIS],Ativo,1139,,,S,,"R$ 39,60",,2 - CH,"19,8","0001 - R$ 1,00",1,100,Hormonios,
1,1,1181,INS,DOSAGEM DE INSULINA [SORO],Ativo,28050355,,,S,,"R$ 15,08",,2 - CH,"15,08","0001 - R$ 1,00",1,100,Hormonios,
1,1,1276,PFL,EPSTEIN BAAR VIRUS - IGG ANTICORPOS [LIQUOR],Ativo,183,,,S,,"R$ 40,21",,2 - CH,"40,21","0001 - R$ 1,00",1,100,Hormonios,
1,1,1277,ERL,EPSTEIN BAAR VIRUS - IgM Anticorpos [ LIQUOR],Ativo,183,,,S,,"R$ 40,21",,2 - CH,"40,21","0001 - R$ 1,00",1,100,Hormonios,
1,1,188,ASO,"ANTIESTREPTOLISINA ""O"" - ASO [SORO]",Ativo,28060180,,,NC,,,,2 - CH,"3,2","0001 - R$ 1,00",1,100,Imunologia,
1,1,211,LI2,ROTINA DO LIQUIDO ASCITICO,Ativo,28054642,,,S,,"37,75","37,75",2 - CH,"37,75","0001 - R$ 1,00",1,100,Liquidos Biologicos,
1,1,213,RLP,ROTINA DO LIQUIDO PLEURAL,Ativo,28090098,,,S,,"37,75","37,75",2 - CH,"37,75","0001 - R$ 1,00",1,100,Liquidos Biologicos,
1,1,214,RLS,ROTINA DO LIQUIDO SINOVIAL,Ativo,28090098,,,S,,"37,75","37,75",2 - CH,"37,75","0001 - R$ 1,00",1,100,Liquidos Biologicos,
1,1,215,LIQ,ROTINA DO LIQUOR,Ativo,28090098,,,S,,"37,75","37,75",2 - CH,"37,75","0001 - R$ 1,00",1,100,Liquidos Biologicos,
1,1,1156,RLI,ROTINA DO LIQUIDO DIVERSOS,Ativo,28090098,,,S,,"37,75","37,75",2 - CH,"37,75","0001 - R$ 1,00",1,100,Liquidos Biologicos,
1,1,1748,ALL,ÁCIDO LÁTICO - LACTATO [LIQUIDOS],Ativo,146,,,S,,"9,04","9,04",2 - CH,"9,04","0001 - R$ 1,00",1,100,Liquidos Biologicos,
1,1,1113,TSACSC,ANTIBIOGRAMA CONJUNTIVAL,Ativo,28100670,,,S,,"R$ 39,80","R$ 40,20",2 - CH,"39,8","0001 - R$ 1,00",1,100,Microbiologia,
1,1,1092,TSACSP,ANTIBIOGRAMA DIVERSOS 1ª AMOSTRA,Ativo,28100670,,,S,,"R$ 39,80","R$ 40,20",2 - CH,"39,8","0001 - R$ 1,00",1,100,Microbiologia,
1,1,1075,TSACP2,ANTIBIOGRAMA DIVERSOS 2ª AMOSTRA,Ativo,28100670,,,S,,"R$ 39,80","R$ 40,20",2 - CH,"39,8","0001 - R$ 1,00",1,100,Microbiologia,
1,1,1076,TSACP3,ANTIBIOGRAMA DIVERSOS 3ª AMOSTRA,Ativo,28100670,,,S,,"R$ 39,80","R$ 40,20",2 - CH,"39,8","0001 - R$ 1,00",1,100,Microbiologia,
1,1,1077,TSACP4,ANTIBIOGRAMA DIVERSOS 4ª AMOSTRA,Ativo,28100670,,,S,,"R$ 39,80","R$ 40,20",2 - CH,"39,8","0001 - R$ 1,00",1,100,Microbiologia,
1,1,1434,TSACP5,ANTIBIOGRAMA DIVERSOS 5ª AMOSTRA,Ativo,28100670,,,S,,"R$ 39,80","R$ 40,20",2 - CH,"39,8","0001 - R$ 1,00",1,100,Microbiologia,
1,1,1210,TSACLS,ANTIBIOGRAMA DO LIQUIDO ESPESSO,Ativo,28100670,,,S,,"R$ 39,80","R$ 40,20",2 - CH,"39,8","0001 - R$ 1,00",1,100,Microbiologia,
1,1,1073,TSACULE,ANTIBIOGRAMA ESCARRO,Ativo,28100670,,,S,,"R$ 39,80","R$ 40,20",2 - CH,"39,8","0001 - R$ 1,00",1,100,Microbiologia,
1,1,1083,TSACEP,ANTIBIOGRAMA ESPERMA,Ativo,28100670,,,S,,"R$ 39,80","R$ 40,20",2 - CH,"39,8","0001 - R$ 1,00",1,100,Microbiologia,
1,1,1084,TSACPR,ANTIBIOGRAMA FEZES,Ativo,28100670,,,S,,"R$ 39,80","R$ 40,20",2 - CH,"39,8","0001 - R$ 1,00",1,100,Microbiologia,
1,1,1102,TSAHEC,ANTIBIOGRAMA HEMOCULTURA,Ativo,28100670,,,S,,"R$ 39,80","R$ 40,20",2 - CH,"39,8","0001 - R$ 1,00",1,100,Microbiologia,
1,1,1103,TSAHCL,ANTIBIOGRAMA HEMOCULTURA 2ª AMOSTRA,Ativo,28100670,,,S,,"R$ 39,80","R$ 40,20",2 - CH,"39,8","0001 - R$ 1,00",1,100,Microbiologia,
1,1,1104,TSAHEC3,ANTIBIOGRAMA HEMOCULTURA 3ª AMOSTRA,Ativo,28100670,,,S,,"R$ 39,80","R$ 40,20",2 - CH,"39,8","0001 - R$ 1,00",1,100,Microbiologia,
1,1,1191,TSAHEC4,ANTIBIOGRAMA HEMOCULTURA 4ª AMOSTRA,Ativo,28100670,,,S,,"R$ 39,80","R$ 40,20",2 - CH,"39,8","0001 - R$ 1,00",1,100,Microbiologia,
1,1,1218,TSAHEC5,ANTIBIOGRAMA HEMOCULTURA 5ª AMOSTRA,Ativo,28100670,,,S,,"R$ 39,80","R$ 40,20",2 - CH,"39,8","0001 - R$ 1,00",1,100,Microbiologia,
1,1,1664,TSAHCAE,ANTIBIOGRAMA HEMOCULTURA AEROBICA,Ativo,28100670,,,S,,"R$ 39,80","R$ 40,20",2 - CH,"39,8","0001 - R$ 1,00",1,100,Microbiologia,
1,1,1670,TSAHC2AE,ANTIBIOGRAMA HEMOCULTURA AEROBICA,Ativo,28100670,,,S,,"R$ 39,80","R$ 40,20",2 - CH,"39,8","0001 - R$ 1,00",1,100,Microbiologia,
1,1,1666,TSAHCAN,ANTIBIOGRAMA HEMOCULTURA ANAEROBICA,Ativo,28100670,,,S,,"R$ 39,80","R$ 40,20",2 - CH,"39,8","0001 - R$ 1,00",1,100,Microbiologia,
1,1,1672,TSAHC2AN,ANTIBIOGRAMA HEMOCULTURA ANAEROBICA,Ativo,28100670,,,S,,"R$ 39,80","R$ 40,20",2 - CH,"39,8","0001 - R$ 1,00",1,100,Microbiologia,
1,1,1100,TSAHEMOF,ANTIBIOGRAMA HEMOCULTURA FUNGOS,Ativo,28100670,,,S,,"R$ 39,80","R$ 40,20",2 - CH,"39,8","0001 - R$ 1,00",1,100,Microbiologia,
1,1,1101,TSAHEMOM,ANTIBIOGRAMA HEMOCULTURA MICOBACTERIA,Ativo,28100670,,,S,,"R$ 39,80","R$ 40,20",2 - CH,"39,8","0001 - R$ 1,00",1,100,Microbiologia,
1,1,1093,TSACVL,ANTIBIOGRAMA LAVADO BRONQUICO,Ativo,28100670,,,S,,"R$ 39,80","R$ 40,20",2 - CH,"39,8","0001 - R$ 1,00",1,100,Microbiologia,
1,1,1099,TSACVLA,ANTIBIOGRAMA LAVADO BRONQUICO,Ativo,28100670,,,S,,"R$ 39,80","R$ 40,20",2 - CH,"39,8","0001 - R$ 1,00",1,100,Microbiologia,
1,1,1114,TSACLV,ANTIBIOGRAMA LESÕES VULVARES,Ativo,28100670,,,S,,"R$ 39,80","R$ 40,20",2 - CH,"39,8","0001 - R$ 1,00",1,100,Microbiologia,
1,1,1095,TSACUA,ANTIBIOGRAMA LIQUIDO ASCITICO,Ativo,28100670,,,S,,"R$ 39,80","R$ 40,20",2 - CH,"39,8","0001 - R$ 1,00",1,100,Microbiologia,
1,1,918,TSACLP,ANTIBIOGRAMA LIQUIDO PERICARDICO,Ativo,28100670,,,S,,"R$ 39,80","R$ 40,20",2 - CH,"39,8","0001 - R$ 1,00",1,100,Microbiologia,
1,1,1078,TSACUT,ANTIBIOGRAMA LIQUIDO PERITONEAL,Ativo,28100670,,,S,,"R$ 39,80","R$ 40,20",2 - CH,"39,8","0001 - R$ 1,00",1,100,Microbiologia,
1,1,1096,TSACUP,ANTIBIOGRAMA LIQUIDO PLEURAL,Ativo,28100670,,,S,,"R$ 39,80","R$ 40,20",2 - CH,"39,8","0001 - R$ 1,00",1,100,Microbiologia,
1,1,1097,TSACUS,ANTIBIOGRAMA LIQUIDO SINOVIAL,Ativo,28100670,,,S,,"R$ 39,80","R$ 40,20",2 - CH,"39,8","0001 - R$ 1,00",1,100,Microbiologia,
1,1,1094,TSACUL,ANTIBIOGRAMA LIQUOR,Ativo,28100670,,,S,,"R$ 39,80","R$ 40,20",2 - CH,"39,8","0001 - R$ 1,00",1,100,Microbiologia,
1,1,1085,TSACUO,ANTIBIOGRAMA OROFARINGE,Ativo,28100670,,,S,,"R$ 39,80","R$ 40,20",2 - CH,"39,8","0001 - R$ 1,00",1,100,Microbiologia,
1,1,1086,TSACST,ANTIBIOGRAMA PONTA DE CATETER,Ativo,28100670,,,S,,"R$ 39,80","R$ 40,20",2 - CH,"39,8","0001 - R$ 1,00",1,100,Microbiologia,
1,1,1087,TSACSO,ANTIBIOGRAMA SECREÇÃO DE OUVIDO,Ativo,28100670,,,S,,"R$ 39,80","R$ 40,20",2 - CH,"39,8","0001 - R$ 1,00",1,100,Microbiologia,
1,1,1079,TSACSD,ANTIBIOGRAMA SECREÇÃO ENDOCERVICAL,Ativo,28100670,,,S,,"R$ 39,80","R$ 40,20",2 - CH,"39,8","0001 - R$ 1,00",1,100,Microbiologia,
1,1,1088,TSACSN,ANTIBIOGRAMA SECREÇÃO NASAL,Ativo,28100670,,,S,,"R$ 39,80","R$ 40,20",2 - CH,"39,8","0001 - R$ 1,00",1,100,Microbiologia,
1,1,1089,TSACOC,ANTIBIOGRAMA SECREÇÃO OCULAR DIREITO,Ativo,28100670,,,S,,"R$ 39,80","R$ 40,20",2 - CH,"39,8","0001 - R$ 1,00",1,100,Microbiologia,
1,1,1072,TSACOCE,ANTIBIOGRAMA SECREÇÃO OCULAR ESQUERDO,Ativo,28100670,,,S,,"R$ 39,80","R$ 40,20",2 - CH,"39,8","0001 - R$ 1,00",1,100,Microbiologia,
1,1,1080,TSAPRT,ANTIBIOGRAMA SECREÇÃO PROSTATICA,Ativo,28100670,,,S,,"R$ 39,80","R$ 40,20",2 - CH,"39,8","0001 - R$ 1,00",1,100,Microbiologia,
1,1,1090,TSACTQ,ANTIBIOGRAMA SECREÇÃO TRAQUEAL,Ativo,28100670,,,S,,"R$ 39,80","R$ 40,20",2 - CH,"39,8","0001 - R$ 1,00",1,100,Microbiologia,
1,1,1098,TSACSU,ANTIBIOGRAMA SECREÇÃO URETRAL,Ativo,28100670,,,S,,"R$ 39,80","R$ 40,20",2 - CH,"39,8","0001 - R$ 1,00",1,100,Microbiologia,
1,1,1081,TSACSV,ANTIBIOGRAMA SECREÇÃO VAGINAL,Ativo,28100670,,,S,,"R$ 39,80","R$ 40,20",2 - CH,"39,8","0001 - R$ 1,00",1,100,Microbiologia,
1,1,1082,TSACVV,ANTIBIOGRAMA SECREÇÃO VULVAR,Ativo,28100670,,,S,,"R$ 39,80","R$ 40,20",2 - CH,"39,8","0001 - R$ 1,00",1,100,Microbiologia,
1,1,1180,TSAVLAR,ANTIBIOGRAMA TSA VLA [RETAL],Ativo,28100670,,,S,,"R$ 39,80","R$ 40,20",2 - CH,"39,8","0001 - R$ 1,00",1,100,Microbiologia,
1,1,1649,TSAVLAN,ANTIBIOGRAMA TSA VLAN [NASAL],Ativo,28100670,,,S,,"R$ 39,80","R$ 40,20",2 - CH,"39,8","0001 - R$ 1,00",1,100,Microbiologia,
1,1,1074,TSACUU1,ANTIBIOGRAMA URINA 1º JATO,Ativo,28100670,,,S,,"R$ 39,80","R$ 40,20",2 - CH,"39,8","0001 - R$ 1,00",1,100,Microbiologia,
1,1,1411,TSACUUF,ANTIBIOGRAMA URINA JATO FINAL,Ativo,28100670,,,S,,"R$ 39,80","R$ 40,20",2 - CH,"39,8","0001 - R$ 1,00",1,100,Microbiologia,
1,1,1091,TSACUU,ANTIBIOGRAMA URINA JATO MEDIO,Ativo,28100670,,,S,,"R$ 39,80","R$ 40,20",2 - CH,"39,8","0001 - R$ 1,00",1,100,Microbiologia,
1,1,221,BAARLP,BAAR - LIQUIDO PERICARDICO,Ativo,28100069,,,S,,"R$ 14,17","R$ 9,92",2 - CH,"14,17","0001 - R$ 1,00",1,100,Microbiologia,
1,1,260,BL3,BACTERIOSCOPIA - LIQUIDO ASCITICO,Ativo,12,,,S,,"R$ 14,17","R$ 9,92",2 - CH,"14,17","0001 - R$ 1,00",1,100,Microbiologia,
1,1,235,BACLP,BACTERIOSCOPIA - LIQUIDO PERICARDICO,Ativo,12,,,S,,"R$ 14,17","R$ 9,92",2 - CH,"14,17","0001 - R$ 1,00",1,100,Microbiologia,
1,1,258,BLP,BACTERIOSCOPIA - LIQUIDO PERITONEAL,Ativo,12,,,S,,"R$ 14,17","R$ 9,92",2 - CH,"14,17","0001 - R$ 1,00",1,100,Microbiologia,
1,1,259,BL2,BACTERIOSCOPIA - LIQUIDO PLEURAL,Ativo,12,,,S,,"R$ 14,17","R$ 9,92",2 - CH,"14,17","0001 - R$ 1,00",1,100,Microbiologia,
1,1,268,BCS,BACTERIOSCOPIA - LIQUIDO SINOVIAL,Ativo,12,,,S,,"R$ 14,17","R$ 9,92",2 - CH,"14,17","0001 - R$ 1,00",1,100,Microbiologia,
1,1,257,BAL,BACTERIOSCOPIA - LIQUOR,Ativo,12,,,S,,"R$ 14,17","R$ 9,92",2 - CH,"14,17","0001 - R$ 1,00",1,100,Microbiologia,
1,1,981,G_D,BACTERIOSCOPIA - OROFARINGE,Ativo,12,,,S,,"R$ 14,17","R$ 9,92",2 - CH,"14,17","0001 - R$ 1,00",1,100,Microbiologia,
1,1,265,BS2,BACTERIOSCOPIA - SECRECAO DE OUVIDO,Ativo,12,,,S,,"R$ 14,17","R$ 9,92",2 - CH,"14,17","0001 - R$ 1,00",1,100,Microbiologia,
1,1,264,BSO,BACTERIOSCOPIA - SECRECAO OCULAR DIREITO,Ativo,12,,,S,,"R$ 14,17","R$ 9,92",2 - CH,"14,17","0001 - R$ 1,00",1,100,Microbiologia,
1,1,226,BSOE,BACTERIOSCOPIA - SECRECAO OCULAR ESQUERDO,Ativo,12,,,S,,"R$ 14,17","R$ 9,92",2 - CH,"14,17","0001 - R$ 1,00",1,100,Microbiologia,
1,1,266,BVA,BACTERIOSCOPIA - SECRECAO VAGINAL,Ativo,12,,,S,,"R$ 14,17","R$ 9,92",2 - CH,"14,17","0001 - R$ 1,00",1,100,Microbiologia,
1,1,231,BATSV,BACTERIOSCOPIA - SECRECAO VULVAR,Ativo,12,,,S,,"R$ 14,17","R$ 9,92",2 - CH,"14,17","0001 - R$ 1,00",1,100,Microbiologia,
1,1,227,BAT2,BACTERIOSCOPIA [DIVERSOS 2a AMOSTRA],Ativo,12,,,S,,"R$ 14,17","R$ 9,92",2 - CH,"14,17","0001 - R$ 1,00",1,100,Microbiologia,
1,1,228,BAT3,BACTERIOSCOPIA [DIVERSOS 3a AMOSTRA],Ativo,12,,,S,,"R$ 14,17","R$ 9,92",2 - CH,"14,17","0001 - R$ 1,00",1,100,Microbiologia,
1,1,1431,BAT4,BACTERIOSCOPIA [DIVERSOS 4ª AMOSTRA],Ativo,12,,,S,,"R$ 14,17","R$ 9,92",2 - CH,"14,17","0001 - R$ 1,00",1,100,Microbiologia,
1,1,1432,BAT5,BACTERIOSCOPIA [DIVERSOS 5ª AMOSTRA],Ativo,12,,,S,,"R$ 14,17","R$ 9,92",2 - CH,"14,17","0001 - R$ 1,00",1,100,Microbiologia,
1,1,229,BAT,BACTERIOSCOPIA [DIVERSOS],Ativo,12,,,S,,"R$ 14,17","R$ 9,92",2 - CH,"14,17","0001 - R$ 1,00",1,100,Microbiologia,
1,1,220,BAU1,BACTERIOSCOPIA [URINA 1º JATO],Ativo,12,,,S,,"R$ 14,17","R$ 9,92",2 - CH,"14,17","0001 - R$ 1,00",1,100,Microbiologia,
1,1,261,BUR,BACTERIOSCOPIA [URINA JATO MEDIO],Ativo,12,,,S,,"R$ 14,17","R$ 9,92",2 - CH,"14,17","0001 - R$ 1,00",1,100,Microbiologia,
1,1,262,BST,BACTERIOSCOPIA DE SECRECAO TRAQUEAL,Ativo,12,,,S,,"R$ 14,17","R$ 9,92",2 - CH,"14,17","0001 - R$ 1,00",1,100,Microbiologia,
1,1,263,BSU,BACTERIOSCOPIA DE SECRECAO URETRAL,Ativo,12,,,S,,"R$ 14,17","R$ 9,92",2 - CH,"14,17","0001 - R$ 1,00",1,100,Microbiologia,
1,1,934,BLA,BACTERIOSCOPIA DE URINA,Ativo,12,,,S,,"R$ 14,17","R$ 9,92",2 - CH,"14,17","0001 - R$ 1,00",1,100,Microbiologia,
1,1,1236,BLCF,BACTERIOSCOPIA DO ASPIRADO,Ativo,12,,,S,,"R$ 14,17","R$ 9,92",2 - CH,"14,17","0001 - R$ 1,00",1,100,Microbiologia,
1,1,242,BACLB,BACTERIOSCOPIA DO LAVADO BRONQUICO,Ativo,12,,,S,,"R$ 14,17","R$ 9,92",2 - CH,"14,17","0001 - R$ 1,00",1,100,Microbiologia,
1,1,267,BEF,BACTERIOSCOPIA ENDOCERVICAL,Ativo,12,,,S,,"R$ 14,17","R$ 9,92",2 - CH,"14,17","0001 - R$ 1,00",1,100,Microbiologia,
1,1,239,CULE,CULTURA DE ESCARRO,Ativo,28100093,,,S,,"R$ 25,00","R$ 26,25",2 - CH,25,"0001 - R$ 1,00",1,100,Microbiologia,
1,1,278,CEP,CULTURA DE ESPERMA,Ativo,28100093,,,S,,"R$ 25,00","R$ 26,25",2 - CH,25,"0001 - R$ 1,00",1,100,Microbiologia,
